elapsed time,timestamp,topic,value
0.000118407,1785795403.766209038,/loadcell_data_filtered.wrench.force.z,8896.903485823896
0.000289674,1785795403.766380305,/loadcell_data_filtered.wrench.force.z,8898.704280683116
0.000426025,1785795403.766516656,/loadcell_data_filtered.wrench.force.z,8898.063267601578
0.0005547950000000001,1785795403.766645426,/loadcell_data_filtered.wrench.force.z,8892.583528854148
0.000684138,1785795403.766774769,/loadcell_data_filtered.wrench.force.z,8892.601159500957
0.0021385370000000003,1785795403.768229168,/loadcell_data_filtered.wrench.force.z,8891.902263814645
0.0024340720000000002,1785795403.768524703,/loadcell_data_filtered.wrench.force.z,8891.855264222508
0.0025900100000000002,1785795403.768680641,/loadcell_data_filtered.wrench.force.z,8892.40820223835
0.0027555130000000002,1785795403.768846144,/loadcell_data_filtered.wrench.force.z,8892.560749897299
0.003021843,1785795403.769112474,/loadcell_data_filtered.wrench.force.z,8892.580133029642
0.0054344910000000005,1785795403.771525122,/loadcell_data_filtered.wrench.force.z,8891.706430772912
0.005633848,1785795403.771724479,/loadcell_data_filtered.wrench.force.z,8891.333425438264
0.0057663950000000005,1785795403.771857026,/loadcell_data_filtered.wrench.force.z,8891.347689005423
0.005923442,1785795403.772014073,/loadcell_data_filtered.wrench.force.z,8878.439748941422
0.006072659,1785795403.772163290,/loadcell_data_filtered.wrench.force.z,8874.709831843533
0.006335155,1785795403.772425786,/loadcell_data_filtered.wrench.force.z,8870.155864079885
0.006516093000000001,1785795403.772606724,/loadcell_data_filtered.wrench.force.z,8867.008984786118
0.007069416,1785795403.773160047,/loadcell_data_filtered.wrench.force.z,8863.84872535219
0.007629135,1785795403.773719766,/loadcell_data_filtered.wrench.force.z,8862.583591365224
0.008280221,1785795403.774370852,/loadcell_data_filtered.wrench.force.z,8861.789784017677
0.008852196000000001,1785795403.774942827,/loadcell_data_filtered.wrench.force.z,8861.980586892292
0.009100327,1785795403.775190958,/loadcell_data_filtered.wrench.force.z,8862.447121812178
0.009442931,1785795403.775533562,/loadcell_data_filtered.wrench.force.z,8862.747457707823
0.009913513,1785795403.776004144,/loadcell_data_filtered.wrench.force.z,8863.135395934414
0.01175955,1785795403.777850181,/loadcell_data_filtered.wrench.force.z,8863.116603346636
0.012152643000000001,1785795403.778243274,/loadcell_data_filtered.wrench.force.z,8863.343888706338
0.012481479,1785795403.778572110,/loadcell_data_filtered.wrench.force.z,8863.882208461084
0.012774171,1785795403.778864802,/loadcell_data_filtered.wrench.force.z,8864.333264103812
0.013072347000000002,1785795403.779162978,/loadcell_data_filtered.wrench.force.z,8863.678774664113
0.013346173000000001,1785795403.779436804,/loadcell_data_filtered.wrench.force.z,8864.70256109874
0.014297867,1785795403.780388498,/loadcell_data_filtered.wrench.force.z,8870.690525732365
0.014843950000000002,1785795403.780934581,/loadcell_data_filtered.wrench.force.z,8875.473426265698
0.015237441000000001,1785795403.781328072,/loadcell_data_filtered.wrench.force.z,8879.282672598203
0.015593063,1785795403.781683694,/loadcell_data_filtered.wrench.force.z,8882.569102057945
0.016018772,1785795403.782109403,/loadcell_data_filtered.wrench.force.z,8885.745074929891
0.018115823,1785795403.784206454,/loadcell_data_filtered.wrench.force.z,8887.34395964268
0.018607414000000003,1785795403.784698045,/loadcell_data_filtered.wrench.force.z,8888.095807971835
0.01922822,1785795403.785318851,/loadcell_data_filtered.wrench.force.z,8888.278972862736
0.019875501,1785795403.785966132,/loadcell_data_filtered.wrench.force.z,8881.77970697895
0.020382260000000003,1785795403.786472891,/loadcell_data_filtered.wrench.force.z,8882.060282731985
0.023769336000000002,1785795403.789859967,/loadcell_data_filtered.wrench.force.z,8881.570405766599
0.024230892,1785795403.790321523,/loadcell_data_filtered.wrench.force.z,8881.774384691762
0.024522788,1785795403.790613419,/loadcell_data_filtered.wrench.force.z,8877.114822976804
0.024723958,1785795403.790814589,/loadcell_data_filtered.wrench.force.z,8874.688804801975
0.024940203,1785795403.791030834,/loadcell_data_filtered.wrench.force.z,8875.304325946729
0.025285420000000003,1785795403.791376051,/loadcell_data_filtered.wrench.force.z,8871.558289413611
0.025621151,1785795403.791711782,/loadcell_data_filtered.wrench.force.z,8869.081543297612
0.026045644000000003,1785795403.792136275,/loadcell_data_filtered.wrench.force.z,8865.486190322028
