elapsed time,timestamp,topic,value
0.009564982000000001,1785795158.250499116,/loadcell_data_filtered.wrench.force.z,7.018118117079943
0.01013647,1785795158.251070604,/loadcell_data_filtered.wrench.force.z,6.3904658460609465
0.010615785,1785795158.251549919,/loadcell_data_filtered.wrench.force.z,1.0578421813499412
0.010997789000000001,1785795158.251931923,/loadcell_data_filtered.wrench.force.z,1.4640929997669347
0.011372129,1785795158.252306263,/loadcell_data_filtered.wrench.force.z,-4.300607664334724
0.0117484,1785795158.252682534,/loadcell_data_filtered.wrench.force.z,-5.706313469628654
0.012156684000000001,1785795158.253090818,/loadcell_data_filtered.wrench.force.z,-3.512405965391425
0.012488863000000001,1785795158.253422997,/loadcell_data_filtered.wrench.force.z,4.945399661966856
0.012831518,1785795158.253765652,/loadcell_data_filtered.wrench.force.z,9.13076102156035
0.013083843000000001,1785795158.254017977,/loadcell_data_filtered.wrench.force.z,15.251084820434093
0.013218625000000001,1785795158.254152759,/loadcell_data_filtered.wrench.force.z,20.18663923050586
0.013343465,1785795158.254277599,/loadcell_data_filtered.wrench.force.z,25.30760633406766
0.013461027,1785795158.254395161,/loadcell_data_filtered.wrench.force.z,28.2507770451407
0.013597955,1785795158.254532089,/loadcell_data_filtered.wrench.force.z,30.169711490298624
0.013713817000000001,1785795158.254647951,/loadcell_data_filtered.wrench.force.z,31.17968863979355
0.013827105000000001,1785795158.254761239,/loadcell_data_filtered.wrench.force.z,32.10774941335312
0.018562600000000002,1785795158.259496734,/loadcell_data_filtered.wrench.force.z,33.59865818972148
0.019302458,1785795158.260236592,/loadcell_data_filtered.wrench.force.z,35.637709704876634
0.019877884000000002,1785795158.260812018,/loadcell_data_filtered.wrench.force.z,37.220289356134025
0.020314735,1785795158.261248869,/loadcell_data_filtered.wrench.force.z,38.88696687212082
0.020782251,1785795158.261716385,/loadcell_data_filtered.wrench.force.z,40.258043774593084
0.02132788,1785795158.262262014,/loadcell_data_filtered.wrench.force.z,41.38904837943689
0.021850106,1785795158.262784240,/loadcell_data_filtered.wrench.force.z,39.1127801119998
0.022352628000000003,1785795158.263286762,/loadcell_data_filtered.wrench.force.z,35.15045855286879
0.022818525000000003,1785795158.263752659,/loadcell_data_filtered.wrench.force.z,30.74381861403619
